Informe de palabras clave de búsqueda
18 de mayo de 2026 - 25 de mayo de 2026
Estado de palabras clave,Palabra clave,Tipo de concordancia,Campaña,Grupo de anuncios,Estado,Motivos del estado,URL final,Código de moneda,CPV prom. de TrueView,CPM prom.,Impr.,Interacciones,Porcentaje de interacción,Costo prom.,Costo,Clics,Porcentaje de conv.,Valor de conv.,Valor de conv./costo,Conversiones,Prom. CPC,Costo/conv.,Valor de conv. original
Habilitado,smart tv oferta,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,37.11,"1,052",75,7.13%,0.52,39.04,75,0.00%,0.00,0.00,0.00,0.52,0.00,0.00
Habilitado,smart tv en promo,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,Descuentos en Audio y TV.,Concordancia amplia,AI Max - Categorías,Smart TV,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,TVs Samsung y LG,Concordancia amplia,AI Max - Categorías,Smart TV,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,Televisores 4K en Cuotas,Concordancia amplia,AI Max - Categorías,Smart TV,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,tv smart tv,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,23.11,"1,087",59,5.43%,0.43,25.12,59,0.00%,0.00,0.00,0.00,0.43,0.00,0.00
Habilitado,tv ofertas,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,televisores,Concordancia amplia,AI Max - Categorías,Smart TV,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,ofertas de televisores,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,34.44,38,4,10.53%,0.33,1.31,4,0.00%,0.00,0.00,0.00,0.33,0.00,0.00
Habilitado,tv 65,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,15.21,528,34,6.44%,0.24,8.03,34,0.00%,0.00,0.00,0.00,0.24,0.00,0.00
Habilitado,smart tv 55 pulgadas precio,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,46.71,307,31,10.10%,0.46,14.34,31,0.00%,0.00,0.00,0.00,0.46,0.00,0.00
Habilitado,smart tv 65,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,0.00,1,0,0.00%,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,oferta pantallas gigantes en cuotas,Concordancia amplia,AI Max - Categorías,Smart TV,No apta,publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,50 smart tv,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,television smart tv,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,14.69,395,20,5.06%,0.29,5.80,20,0.00%,0.00,0.00,0.00,0.29,0.00,0.00
Habilitado,smart tv 55,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,16.70,484,30,6.20%,0.27,8.08,30,0.00%,0.00,0.00,0.00,0.27,0.00,0.00
Detenido,smart tv,Concordancia amplia,AI Max - Categorías,Smart TV,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,Tu Cine en Casa con Inverfin,Concordancia amplia,AI Max - Categorías,Smart TV,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,televisores 75 pulgadas,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,8.78,143,7,4.90%,0.18,1.26,7,0.00%,0.00,0.00,0.00,0.18,0.00,0.00
Habilitado,televisores en oferta,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,13.16,160,10,6.25%,0.21,2.11,10,0.00%,0.00,0.00,0.00,0.21,0.00,0.00
Habilitado,televisores smart tv,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,34.95,424,26,6.13%,0.57,14.82,26,0.00%,0.00,0.00,0.00,0.57,0.00,0.00
Habilitado,televisores smart,Concordancia amplia,AI Max - Categorías,Smart TV,Apta,,,USD,0,24.60,"5,092",416,8.17%,0.30,125.27,416,0.00%,0.00,0.00,0.00,0.30,0.00,0.00
Detenido,split inverter precio,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire 9000 btu,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,split 9000 btu paraguay,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire inverter barato,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire inverter bajo consumo,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado split oferta,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,comprar aire acondicionado,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado barato,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado promoción,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire inverter 12000 btu precio,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire inverter cuotas,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado split precio,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado oferta,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado inverter ahorro energía,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado 9000 btu precio,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado 9000 btu oferta,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,a/c precio paraguay,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,[taiga mawi 125],Concordancia exacta,Search - Motos Taiga,Taiga TL MAWI,No apta,grupo de anuncios detenido,https://inverfin.com.py/products/moto-taiga-mawi-125?_pos=1&_psq=mawi&_ss=e&_v=1.0,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,moto honda wave 110 precio paraguay,Concordancia amplia,Search - Motos Taiga,Taiga TL Maxi,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,moto económica paraguay,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,moto 110 precio,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Detenida,detenido,https://inverfin.com.py/collections/motos?filter.p.m.ficha_tecnica.cilindrada=110+CC,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[comprar moto 125],Concordancia exacta,Search - Motos Taiga,Motos Genérica,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,comprar moto online paraguay,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[taiga tl 110],Concordancia exacta,Search - Motos Taiga,Motos Genérica,Detenida,detenido,https://inverfin.com.py/products/moto-taiga-tl-110-2g-free?_pos=1&_psq=taiga+tl+1&_ss=e&_v=1.0,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,moto automática oferta,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[taiga maxi],Concordancia exacta,Search - Motos Taiga,Taiga TL Maxi,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,inverfin moto,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,30.80,25,15,60.00%,0.05,0.77,15,18.88%,2.83,3.68,2.83,0.05,0.27,2.83
Detenido,[moto automática precio],Concordancia exacta,Search - Motos Taiga,Motos Genérica,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,ventas de motos en paraguay,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,18.32,760,73,9.61%,0.19,13.92,73,17.39%,12.69,0.91,12.69,0.19,1.10,12.69
Habilitado,taiga maxi 125 precio,Concordancia amplia,Search - Motos Taiga,Taiga TL Maxi,Apta,,,USD,0,19.11,212,17,8.02%,0.24,4.05,17,16.79%,2.85,0.70,2.85,0.24,1.42,2.85
Detenido,moto hero 125,Concordancia amplia,Search - Motos Taiga,Taiga TL Maxi,Detenida,detenido; baja calidad,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,taiga maxi,Concordancia amplia,Search - Motos Taiga,Taiga TL Maxi,Apta,,,USD,0,34.50,147,28,19.05%,0.18,5.07,28,23.58%,6.60,1.30,6.60,0.18,0.77,6.60
Habilitado,moto barata paraguay,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,26.36,448,43,9.60%,0.27,11.81,43,23.37%,10.05,0.85,10.05,0.27,1.18,10.05
Detenido,moto 110 cuotas,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Detenida,detenido,https://inverfin.com.py/collections/motos?filter.p.m.ficha_tecnica.cilindrada=110+CC,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,moto inverfin,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,10.95,98,61,62.24%,0.02,1.07,61,0.07%,0.04,0.04,0.04,0.02,26.76,0.04
Habilitado,moto kenton 125,Concordancia amplia,Search - Motos Taiga,Taiga TL Maxi,Apta,,,USD,0,20.54,"1,338",138,10.31%,0.20,27.48,138,24.17%,33.35,1.21,33.35,0.20,0.82,33.35
Detenido,moto 125 oferta,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Detenida,detenido,https://inverfin.com.py/collections/motos?filter.p.m.ficha_tecnica.cilindrada=125+CC,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,"""taiga maxi precio cuotas""",Concordancia de frase,Search - Motos Taiga,Taiga TL Maxi,Detenida,detenido; publicación limitada,https://inverfin.com.py/products/moto-taiga-tl125-maxi-2024?_pos=1&_psq=maxi&_ss=e&_v=1.0,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,moto trabajo 110,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Detenida,detenido,https://inverfin.com.py/collections/motos?filter.p.m.ficha_tecnica.cilindrada=110+CC,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,taiga maxi 125,Concordancia amplia,Search - Motos Taiga,Taiga TL Maxi,Apta,,,USD,0,30.20,57,17,29.82%,0.10,1.72,17,8.67%,1.47,0.86,1.47,0.10,1.17,1.47
Detenido,[moto 110 paraguay],Concordancia exacta,Search - Motos Taiga,Motos Genérica,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,taiga paraguay,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,12.74,17,9,52.94%,0.02,0.22,9,22.22%,2.00,9.24,2.00,0.02,0.11,2.00
Detenido,moto taiga maxi cuotas,Concordancia amplia,Search - Motos Taiga,Taiga TL Maxi,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,moto taiga,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,14.02,217,61,28.11%,0.05,3.04,61,10.12%,6.17,2.03,6.17,0.05,0.49,6.17
Habilitado,motos inverfin,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,10.17,55,28,50.91%,0.02,0.56,28,7.14%,2.00,3.58,2.00,0.02,0.28,2.00
Detenido,moto 110 oferta,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Detenida,detenido,https://inverfin.com.py/collections/motos?filter.p.m.ficha_tecnica.cilindrada=110+CC,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,moto 125 cuotas,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,moto 125 precio,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Detenida,detenido,https://inverfin.com.py/collections/motos?filter.p.m.ficha_tecnica.cilindrada=125+CC,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,moto automatica precio,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,18.50,"3,653",624,17.08%,0.11,67.60,624,24.64%,153.74,2.27,153.74,0.11,0.44,153.74
Detenido,"""moto taiga 110 precio py""",Concordancia de frase,Search - Motos Taiga,Motos Genérica,Detenida,detenido; publicación limitada,https://inverfin.com.py/products/moto-taiga-tl-110-2g-free?_pos=1&_psq=taiga+tl+1&_ss=e&_v=1.0,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,taiga,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,10.68,"1,315",693,52.70%,0.02,14.04,693,19.56%,135.56,9.65,135.56,0.02,0.10,135.56
Detenido,moto star 110 precio,Concordancia amplia,Search - Motos Taiga,Taiga TL Maxi,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[moto 125 paraguay],Concordancia exacta,Search - Motos Taiga,Motos Genérica,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,motos taiga catalogo,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,39.61,534,54,10.11%,0.39,21.15,54,33.81%,18.26,0.86,18.26,0.39,1.16,18.26
Detenido,[moto 125 precio],Concordancia exacta,Search - Motos Taiga,Motos Genérica,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[moto 110 precio],Concordancia exacta,Search - Motos Taiga,Motos Genérica,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,inverfin motos precios,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,20.76,35,21,60.00%,0.03,0.73,21,14.35%,3.01,4.15,3.01,0.03,0.24,3.01
Habilitado,inverfin motos,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,25.23,"1,728",878,50.81%,0.05,43.60,878,30.49%,267.71,6.14,267.71,0.05,0.16,267.71
Habilitado,moto automatica oferta,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,13.98,74,6,8.11%,0.17,1.03,6,15.62%,0.94,0.91,0.94,0.17,1.10,0.94
Detenido,moto kenton 110,Concordancia amplia,Search - Motos Taiga,Taiga TL Maxi,Detenida,detenido; baja calidad,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,inverfin taiga,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,3.83,14,7,50.00%,0.01,0.05,7,0.00%,0.00,0.00,0.00,0.01,0.00,0.00
Habilitado,inverfin catálogo motos,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,12.33,30,16,53.33%,0.02,0.37,16,553.44%,88.55,239.32,88.55,0.02,0.00,88.55
Habilitado,moto taiga inverfin,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,5.00,8,4,50.00%,0.01,0.04,4,0.00%,0.00,0.00,0.00,0.01,0.00,0.00
Detenido,[taiga maxi 125],Concordancia exacta,Search - Motos Taiga,Taiga TL Maxi,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,moto yamaha 110 barata,Concordancia amplia,Search - Motos Taiga,Taiga TL Maxi,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,moto automática precio,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[moto económica paraguay],Concordancia exacta,Search - Motos Taiga,Motos Genérica,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,motos taiga,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Apta,,,USD,0,20.35,"1,647",419,25.44%,0.08,33.51,419,16.18%,67.78,2.02,67.78,0.08,0.49,67.78
Detenido,moto trabajo 125,Concordancia amplia,Search - Motos Taiga,Motos Genérica,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[comprar moto 110],Concordancia exacta,Search - Motos Taiga,Motos Genérica,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,taiga tl 125,Concordancia amplia,Search - Motos Taiga,Taiga TL 125,Apta,,,USD,0,19.07,179,14,7.82%,0.24,3.41,14,46.27%,6.48,1.90,6.48,0.24,0.53,6.48
Habilitado,moto taiga tl 125,Concordancia amplia,Search - Motos Taiga,Taiga TL 125,Apta,,,USD,0,19.52,21,2,9.52%,0.21,0.41,2,0.00%,0.00,0.00,0.00,0.21,0.00,0.00
Detenido,[moto 110 precio],Concordancia exacta,Search - Motos Taiga,Taiga TL 125,Detenida,detenido; baja calidad,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[moto económica paraguay],Concordancia exacta,Search - Motos Taiga,Taiga TL 125,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,moto 125 paraguay,Concordancia amplia,Search - Motos Taiga,Taiga TL 125,Apta,,,USD,0,46.87,24,4,16.67%,0.28,1.12,4,25.00%,1.00,0.89,1.00,0.28,1.12,1.00
Detenido,[taiga tl 125],Concordancia exacta,Search - Motos Taiga,Taiga TL 125,Detenida,detenido,https://inverfin.com.py/products/moto-taiga-tl-125-5-xpertclasica?_pos=3&_psq=taiga+tl+1&_ss=e&_v=1.0,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[comprar moto 125],Concordancia exacta,Search - Motos Taiga,Taiga TL 125,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[moto 125 paraguay],Concordancia exacta,Search - Motos Taiga,Taiga TL 125,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,moto taiga 125,Concordancia amplia,Search - Motos Taiga,Taiga TL 125,Apta,,,USD,0,204.81,31,6,19.35%,1.06,6.35,6,70.49%,4.23,0.67,4.23,1.06,1.50,4.23
Habilitado,taiga 125,Concordancia amplia,Search - Motos Taiga,Taiga TL 125,Apta,,,USD,0,14.08,25,5,20.00%,0.07,0.35,5,0.00%,0.00,0.00,0.00,0.07,0.00,0.00
Habilitado,moto 125 oferta,Concordancia amplia,Search - Motos Taiga,Taiga TL 125,Apta,,,USD,0,41.67,12,1,8.33%,0.50,0.50,1,0.00%,0.00,0.00,0.00,0.50,0.00,0.00
Detenido,[moto automática precio],Concordancia exacta,Search - Motos Taiga,Taiga TL 125,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[comprar moto 110],Concordancia exacta,Search - Motos Taiga,Taiga TL 125,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[moto 110 paraguay],Concordancia exacta,Search - Motos Taiga,Taiga TL 125,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,moto 125 precio,Concordancia amplia,Search - Motos Taiga,Taiga TL 125,Apta,,,USD,0,51.77,215,10,4.65%,1.11,11.13,10,276.42%,27.64,2.48,27.64,1.11,0.40,27.64
Habilitado,moto 110 oferta,Concordancia amplia,Search - Motos Taiga,Taiga TL 110,Apta,,https://inverfin.com.py/collections/motos?filter.p.m.ficha_tecnica.cilindrada=110+CC,USD,0,26.47,517,56,10.83%,0.24,13.69,56,48.14%,26.96,1.97,26.96,0.24,0.51,26.96
Detenido,comprar moto online paraguay,Concordancia amplia,Search - Motos Taiga,Taiga TL 110,Detenida,detenido; publicación limitada,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,taiga 110 precio paraguay,Concordancia amplia,Search - Motos Taiga,Taiga TL 110,Apta,,,USD,0,22.66,15,5,33.33%,0.07,0.34,5,20.00%,1.00,2.94,1.00,0.07,0.34,1.00
Detenido,[moto 125 paraguay],Concordancia exacta,Search - Motos Taiga,Taiga TL 110,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,moto barata paraguay,Concordancia amplia,Search - Motos Taiga,Taiga TL 110,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[moto automática precio],Concordancia exacta,Search - Motos Taiga,Taiga TL 110,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,taiga tl 110,Concordancia amplia,Search - Motos Taiga,Taiga TL 110,Apta,,,USD,0,12.92,17,1,5.88%,0.22,0.22,1,0.00%,0.00,0.00,0.00,0.22,0.00,0.00
Detenido,moto 125 oferta,Concordancia amplia,Search - Motos Taiga,Taiga TL 110,Detenida,detenido,https://inverfin.com.py/collections/motos?filter.p.m.ficha_tecnica.cilindrada=125+CC,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[comprar moto 125],Concordancia exacta,Search - Motos Taiga,Taiga TL 110,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,split precio paraguay,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado 9000,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,precio aire acondicionado paraguay,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,ofertas aire acondicionado hoy,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[aire acondicionado 9000],Concordancia exacta,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,aire acondicionado entrega inmediata,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Detenido,[aire 9000 btu],Concordancia exacta,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Habilitado,inverfin,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Apta,,,USD,0,16.47,"27,860","15,666",56.23%,0.03,458.94,"15,666",0.00%,0.00,0.00,0.00,0.03,0.00,0.00
Detenido,aire acondicionado cuotas,Concordancia amplia,Search Brand - Inverfin,Brand Inverfin,Detenida,detenido,,USD,0,0,0,0, --,0,0.00,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
